building_id,n_rows,n_obs,coverage,n_zero,zero_frac,n_neg,median,p99,max_gap_h,n_gap_ge6,flat_max_h,site_id
Eagle_office_Elias,17544,17542,0.9998860009119928,3658,0.20852810397902177,0,22670.00895,579605.5287680001,1,0,738,Eagle
Eagle_health_Jodi,17544,17544,1.0,137,0.007808937528499772,0,206201.8249,616575.0706079998,0,0,78,Eagle
Eagle_public_Preston,17544,17544,1.0,961,0.0547765617875057,0,628037.7742999999,879113.2055139999,0,0,169,Eagle
Eagle_assembly_Latrina,17544,17544,1.0,4791,0.27308481532147744,0,41172.0208,470990.56929299986,0,0,264,Eagle
Eagle_public_Ola,17544,17544,1.0,3487,0.19875740994072047,0,205021.4814,427455.252902,0,0,416,Eagle
Eagle_public_Henry,17544,17544,1.0,87,0.004958960328317373,0,38791.37575,115439.88003999999,0,0,78,Eagle
Eagle_education_Norah,17544,17544,1.0,419,0.0238828089375285,0,334344.7165,1962357.210741,0,0,265,Eagle
Eagle_education_Will,17544,17544,1.0,220,0.012539899680802553,0,133091.93755,432603.90257399995,0,0,78,Eagle
Eagle_lodging_Stephanie,17544,17544,1.0,637,0.03630870953032376,0,64778.05465,230979.777508,0,0,142,Eagle
Eagle_assembly_Candice,17544,17544,1.0,14023,0.7993046055631555,0,0.0,303024.6834869997,0,0,2144,Eagle
Eagle_public_Missy,17544,17544,1.0,4597,0.2620269037847697,0,32928.1241,241816.69321,0,0,189,Eagle
Eagle_lodging_Blake,17544,17544,1.0,17544,1.0,0,0.0,0.0,0,0,17544,Eagle
Eagle_education_Petra,17544,17544,1.0,6744,0.3844049247606019,0,54427.09465,229164.001659,0,0,308,Eagle
Eagle_lodging_Terri,17544,17544,1.0,9222,0.5256497948016415,0,0.0,15356.9204,0,0,1517,Eagle
Eagle_lodging_Trina,17544,17544,1.0,2511,0.14312585499316005,0,39815.7322,228107.17910399995,0,0,410,Eagle
Eagle_office_Lillian,17544,17544,1.0,2343,0.1335499316005472,0,52481.2937,275484.16012099996,0,0,1294,Eagle
Eagle_office_Damian,17544,17544,1.0,3312,0.18878248974008208,0,323122.2366,1435589.9766,0,0,450,Eagle
Eagle_health_Amy,17544,17544,1.0,150,0.008549931600547196,0,33737.2785,349329.012883,0,0,213,Eagle
Eagle_health_Reuben,17544,17544,1.0,104,0.005927952576379389,0,274318.07545,1034696.9001709999,0,0,78,Eagle
Eagle_education_Teresa,17544,17544,1.0,88,0.005015959872321021,0,68624.8753,331988.39223199995,0,0,78,Eagle
Eagle_assembly_Josie,17544,17544,1.0,4791,0.27308481532147744,0,31682.57235,362435.1875829999,0,0,264,Eagle
Eagle_office_Norbert,17544,17542,0.9998860009119928,1140,0.06498688861019268,0,201907.35295,501416.308948,2,0,533,Eagle
Eagle_lodging_Casey,17544,17544,1.0,1144,0.06520747834017328,0,72974.679,352564.41299999994,0,0,406,Eagle
Eagle_office_Elvis,17544,17544,1.0,8657,0.4934450524395805,0,36.3115,256898.03777499992,0,0,1122,Eagle
Eagle_office_Tia,17544,16569,0.9444254445964432,423,0.025529603476371537,0,178061.3233,906950.8783079999,692,3,267,Eagle
Eagle_office_Remedios,17544,15431,0.8795599635202919,1129,0.07316440930594258,0,172435.1221,429643.31985000015,158,61,533,Eagle
Eagle_public_Minnie,17544,17544,1.0,363,0.020690834473324215,0,226639.86375000002,452135.2852,0,0,277,Eagle
Eagle_office_Patrice,17544,17544,1.0,85,0.0048449612403100775,0,133011.94384999998,431773.79358899995,0,0,78,Eagle
Eagle_education_Luther,17544,17544,1.0,96,0.005471956224350205,0,660083.8133,2015156.196,0,0,78,Eagle
Eagle_education_Paul,17544,17544,1.0,6160,0.3511171910624715,0,17249.63155,263748.45541999995,0,0,1728,Eagle
Eagle_assembly_Margret,17544,16938,0.9654582763337893,607,0.035836580469949225,0,284129.66755,1417884.0167750006,31,38,211,Eagle
Eagle_office_Marisela,17544,17544,1.0,1196,0.06817145462836298,0,300337.1972,834225.6637,0,0,533,Eagle
Eagle_education_Shana,17544,17544,1.0,131,0.007466940264477884,0,148222.9442,518606.0733799999,0,0,78,Eagle
Cockatoo_lodging_Aimee,17544,16894,0.9629502963976289,717,0.042441103350301886,0,12.67245,204.115311,157,8,3,Cockatoo
Cockatoo_assembly_Meredith,17544,12937,0.7374031007751938,30,0.002318930200200974,0,15.2413,300.1652199999999,3151,6,14,Cockatoo
Cockatoo_assembly_Rodger,17544,15867,0.9044117647058824,0,0.0,0,835.1657,1595.211864,1158,7,2,Cockatoo
Cockatoo_assembly_Genoveva,17544,14458,0.8240994072047424,7026,0.4859593304744778,0,13.5624,249.18169700000004,1376,9,2119,Cockatoo
Cockatoo_office_Jimmy,17544,15454,0.8808709530323757,286,0.01850653552478323,0,20.6177,285.43590899999987,1158,9,9,Cockatoo
Cockatoo_office_Rodney,17544,15846,0.9032147742818057,0,0.0,0,19.9467,68.89155999999997,1158,8,1,Cockatoo
Cockatoo_education_Helene,17544,15615,0.8900478796169631,0,0.0,0,243.6618,1709.5548600000002,1158,10,1,Cockatoo
Cockatoo_assembly_Griselda,17544,15258,0.8696990424076607,68,0.004456678463756717,0,66.38985,605.19231,1158,9,26,Cockatoo
Cockatoo_lodging_Cletus,17544,4625,0.26362289101687186,1883,0.40713513513513516,0,58.8861,772.7114040000006,12873,2,1482,Cockatoo
Cockatoo_education_Eunice,17544,15861,0.9040697674418605,0,0.0,0,73.0379,1637.8153,1158,7,1,Cockatoo
Cockatoo_lodging_Katharine,17544,15841,0.9029297765617875,0,0.0,0,101.919,246.59394000000003,1158,8,1,Cockatoo
Cockatoo_lodging_Lana,17544,15094,0.8603511171910625,2,0.00013250298131707962,0,128.4241,427.206438,1158,11,2,Cockatoo
Cockatoo_education_Priscilla,17544,15866,0.9043547651618787,1,6.302785831337451e-05,0,157.24875,427.51374500000026,1158,7,1,Cockatoo
Cockatoo_industrial_Elina,17544,15182,0.8653670770633834,942,0.06204716111184297,0,633.67535,2907.8705300000006,1158,10,631,Cockatoo
Cockatoo_education_Mayra,17544,15867,0.9044117647058824,2,0.00012604777210562803,0,117.6007,576.50493,1158,7,1,Cockatoo
Cockatoo_lodging_Kyle,17544,14731,0.8396602827177383,0,0.0,0,13.5817,625.9415000000006,1158,9,2,Cockatoo
Cockatoo_assembly_Emilio,17544,15838,0.9027587779297765,6653,0.42006566485667385,0,0.5325,96.24467999999987,1158,8,1019,Cockatoo
Cockatoo_office_Delores,17544,15845,0.9031577747378021,27,0.0017040075733669928,0,19.3916,198.2179079999999,1158,8,4,Cockatoo
Cockatoo_office_Kristin,17544,15820,0.9017327861377109,0,0.0,0,52.4818,765.5414689999996,1158,9,1,Cockatoo
Cockatoo_science_Rex,17544,15867,0.9044117647058824,0,0.0,0,359.8269,2982.7586180000008,1158,7,1,Cockatoo
Cockatoo_education_Laurence,17544,15867,0.9044117647058824,0,0.0,0,223.487,2021.1062080000002,1158,7,1,Cockatoo
Cockatoo_lodging_Lynne,17544,491,0.027986776105791155,0,0.0,0,29.7392,88.06190000000008,17053,1,1,Cockatoo
Cockatoo_office_Elbert,17544,14954,0.8523711810305518,426,0.028487361241139493,0,14.14125,169.1113649999999,1158,8,57,Cockatoo
Cockatoo_education_Brendan,17544,15842,0.9029867761057911,9957,0.6285191263729327,0,0.0,58.24675500000002,1158,8,2125,Cockatoo
Cockatoo_office_Georgia,17544,15859,0.9039557683538532,191,0.012043634529289363,0,73.7304,192.738356,1158,7,164,Cockatoo
Cockatoo_education_Magdalena,17544,15864,0.9042407660738714,7109,0.44812153303076147,0,18.897100000000002,207.5605429999999,1158,7,3543,Cockatoo
Cockatoo_lodging_Alicia,17544,15865,0.904297765617875,8794,0.5543019224708478,0,0.0,68.12345200000001,1158,7,1028,Cockatoo
Cockatoo_lodging_Fritz,17544,15864,0.9042407660738714,7804,0.49193141704488147,0,10.8771,205.586579,1158,7,2126,Cockatoo
Cockatoo_lodging_Jarrod,17544,0,0.0,0,0.0,0,,,17544,0,0,Cockatoo
Cockatoo_lodging_Tessie,17544,15865,0.904297765617875,1019,0.06422943586511189,0,8.2115,596.1499960000001,1158,7,259,Cockatoo
Cockatoo_education_Brigitte,17544,15867,0.9044117647058824,439,0.027667485977185352,0,74.2787,606.5214960000001,1158,7,439,Cockatoo
Cockatoo_lodging_Jim,17544,9620,0.5483356133150935,265,0.02754677754677755,0,9.25865,20.175366999999998,7695,4,65,Cockatoo
Cockatoo_education_Erik,17544,15844,0.9031007751937985,1014,0.06399899015400151,0,76.40425,1138.6726419999998,1158,8,21,Cockatoo
Cockatoo_education_Clifton,17544,15495,0.8832079343365253,1,6.453694740238787e-05,0,20.7452,207.76326,1158,8,2,Cockatoo
Cockatoo_education_Charity,17544,15840,0.9028727770177839,2,0.00012626262626262626,0,66.1335,228.4130740000001,1158,9,1,Cockatoo
Cockatoo_education_Nelda,17544,15852,0.9035567715458276,0,0.0,0,667.03215,1418.0907819999998,1158,7,1,Cockatoo
Cockatoo_education_Terrence,17544,15866,0.9043547651618787,41,0.002584142190848355,0,145.1341,1792.3784200000002,1158,7,2,Cockatoo
Cockatoo_office_Pansy,17544,15840,0.9028727770177839,30,0.001893939393939394,0,21.255650000000003,462.55858800000027,1158,8,3,Cockatoo
Cockatoo_lodging_Emory,17544,15867,0.9044117647058824,0,0.0,0,40.1498,1562.1423040000006,1158,7,1,Cockatoo
Cockatoo_office_Paige,17544,15284,0.8711810305517556,0,0.0,0,23.67895,184.79441700000004,1158,10,2,Cockatoo
Cockatoo_office_Lorraine,17544,15426,0.8792749658002736,113,0.007325294956566835,0,123.21244999999999,301.51315,1158,9,64,Cockatoo
Cockatoo_education_Maynard,17544,0,0.0,0,0.0,0,,,17544,0,0,Cockatoo
Cockatoo_education_Doreen,17544,1978,0.11274509803921569,57,0.028816986855409503,0,0.6622,92.15243000000001,15566,1,28,Cockatoo
Cockatoo_education_Christi,17544,15683,0.8939238486092111,7,0.00044634317413760124,0,14.6776,64.26424200000001,1158,10,3,Cockatoo
Cockatoo_public_Valerie,17544,15598,0.8890788873689011,0,0.0,0,384.16790000000003,1630.39934,1158,10,1,Cockatoo
Cockatoo_education_Jon,17544,15867,0.9044117647058824,0,0.0,0,94.4422,946.1103560000001,1158,7,2,Cockatoo
Cockatoo_office_Alton,17544,15839,0.9028157774737802,2,0.00012627059789128102,0,212.8204,356.092282,1158,8,1,Cockatoo
Cockatoo_office_Laila,17544,15867,0.9044117647058824,752,0.047393962311716144,0,253.8512,1007.8254320000001,1158,7,19,Cockatoo
Cockatoo_education_Evangeline,17544,0,0.0,0,0.0,0,,,17544,0,0,Cockatoo
Cockatoo_lodging_Albert,17544,15862,0.9041267669858641,7723,0.48688689950825875,0,7.0995,372.414373,1158,7,1529,Cockatoo
Cockatoo_education_Rita,17544,15840,0.9028727770177839,1683,0.10625,0,7.6549499999999995,204.70046100000002,1158,8,45,Cockatoo
Cockatoo_assembly_Tabitha,17544,15578,0.8879388964888281,1,6.419309282321222e-05,0,199.01065,1382.1839599999998,1158,11,1,Cockatoo
Cockatoo_education_Latrice,17544,15739,0.8971158230734154,457,0.0290361522333058,0,18.2848,1249.4366699999985,1158,9,34,Cockatoo
Cockatoo_lodging_Ana,17544,15840,0.9028727770177839,10534,0.6650252525252526,0,0.0,147.39147200000022,1158,8,2126,Cockatoo
Cockatoo_office_Gail,17544,15843,0.9030437756497948,0,0.0,0,111.302,641.3591779999999,1158,8,1,Cockatoo
Cockatoo_education_Flora,17544,15393,0.8773939808481532,4025,0.2614824920418372,0,1.6255,70.60815999999998,1158,11,1578,Cockatoo
Cockatoo_office_Jodie,17544,15346,0.8747150022799818,5538,0.3608757982536166,0,0.9448000000000001,11.304904999999998,1158,9,243,Cockatoo
Cockatoo_education_Orlando,17544,15846,0.9032147742818057,7,0.0004417518616685599,0,133.03525,380.84141499999987,1158,8,7,Cockatoo
Cockatoo_office_Giovanni,17544,15811,0.9012197902416781,2,0.0001264942128897603,0,110.8501,641.78901,1158,9,1,Cockatoo
Cockatoo_office_Roxanna,17544,15867,0.9044117647058824,0,0.0,0,82.4378,1478.7909700000005,1158,7,1,Cockatoo
Cockatoo_lodging_Raphael,17544,15861,0.9040697674418605,0,0.0,0,114.221,771.0698399999999,1158,7,1,Cockatoo
Cockatoo_religion_Diedre,17544,15862,0.9041267669858641,1,6.304375236414071e-05,0,18.3293,65.90107899999994,1158,7,2,Cockatoo
Cockatoo_office_Nola,17544,15866,0.9043547651618787,30,0.0018908357494012353,0,53.5354,264.85639000000003,1158,7,28,Cockatoo
Cockatoo_assembly_Doyle,17544,15814,0.9013907888736891,371,0.02346022511698495,0,29.987650000000002,150.37988099999995,1158,10,110,Cockatoo
Cockatoo_lodging_Kerri,17544,14726,0.8393752849977201,7127,0.48397392367241615,0,6.184900000000001,400.50237500000003,1158,10,1531,Cockatoo
Cockatoo_education_Janet,17544,15849,0.9033857729138167,0,0.0,0,330.0726,3752.50952,1158,8,1,Cockatoo
Cockatoo_education_Minh,17544,15867,0.9044117647058824,0,0.0,0,4.7358,37.292208,1158,7,2,Cockatoo
Cockatoo_education_June,17544,15851,0.903499772001824,191,0.012049712951864236,0,56.0044,1274.1930499999999,1158,9,24,Cockatoo
Cockatoo_education_Lionel,17544,15845,0.9031577747378021,1855,0.11707163142947302,0,24.8374,626.055928,1158,8,73,Cockatoo
Cockatoo_public_Leah,17544,15825,0.9020177838577291,3324,0.21004739336492892,0,29.0858,395.82101200000005,1158,9,779,Cockatoo
Cockatoo_health_Ashlie,17544,15866,0.9043547651618787,47,0.0029623093407286022,0,221.5772,498.57766,1158,7,2,Cockatoo
